									Carapace Width				
Reference(s)	Location	ID	Species	Sex	Notes	Use	Type	n	val/mean	min	max	sd	se
DevRoy2008.2	Divar Island, Goa, India	5484/2	alcocki	male	.	.	mean	5	25.2	.	.	.	.
DevRoy2008.2	Divar Island, Goa, India	5484/2	alcocki	female	.	.	mean	3	16.6	.	.	.	.
DevRoy2008.2	Goa, India	mixed	annulipes	mixed	.	.	mean	52	13.1	.	.	.	.
DevRoy2011	Chennai, Tamil Nadu, India	mixed	annulipes	non-specified	.	.	mean	3	17.7	.	.	.	.
DevRoy2011	Tamil Nadu, India	mixed	variegata	male	.	.	mean	5	18.55	.	.	.	.
ElSayed2016	Abu Zabad Mangrove, Nabq, South Sinai Governorate, Egypt	.	albimana	male	.	.	individual	.	15	.	.	.	.
ElSayed2016	Al-Gharqana, Nabq, South Sinai Governorate, Egypt	.	inversa	male	.	.	individual	.	17.5	.	.	.	.
ElSayed2016	Al-Rewaissia, Nabq, South Sinai Governorate, Egypt	.	inversa	male	.	.	individual	.	22	.	.	.	.
ElSayed2016	Abu Zabad Mangrove, Nabq, South Sinai Governorate, Egypt	.	inversa	male	.	.	individual	.	14	.	.	.	.
ElSayed2016	Al-Rewaissia, Nabq, South Sinai Governorate, Egypt	.	inversa	male	.	.	individual	.	23	.	.	.	.
ElSayed2016	Ras Mohammed, South Sinai Governorate, Egypt	.	inversa	female	.	.	individual	.	11	.	.	.	.
ElSayed2016	Hamata, Red Sea Governorate, Egypt	.	tetragonon	male	.	.	individual	2	11.4	23	.	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	tetragonon	female	.	.	individual	.	27.5	.	.	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	tetragonon	female	.	.	individual	.	26.5	.	.	.	.
ElSayed2016	El Hamraween Mangrove, Red Sea Governorate, Egypt	.	tetragonon	male	.	.	individual	.	23	.	.	.	.
ElSayed2016	El-Monqatea, South Sinai Governorate, Egypt	.	tetragonon	male	.	.	individual	.	23	.	.	.	.
ElSayed2016	Ras Mohammed, South Sinai Governorate, Egypt	.	albimana	non-specified	.	.	range	2	.	1.28	1.4	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	albimana	non-specified	.	.	range	7	.	10	23	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	albimana	male	.	.	range	6	.	10	14.2	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	inversa	male	.	.	range	3	.	10	13	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	tetragonon	non-specified	.	.	range	2	.	32.3	32.5	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	tetragonon	male	.	.	range	3	.	23	32.5	.	.
ElSayed2016	Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	.	tetragonon	male	.	.	range	4	.	23	29	.	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	13	6.5	.	.	0.72	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	19	8.88	.	.	0.85	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	21	12.5	.	.	0.85	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	29	15.15	.	.	0.78	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	27	18.56	.	.	0.81	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	male	subsample	.	mean/sd	12	21.8	.	.	0.74	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	9	7.1	.	.	0.44	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	27	9.21	.	.	0.61	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	27	12.5	.	.	0.76	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	30	15.52	.	.	0.76	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	29	18.26	.	.	0.75	.
Frith1977.2	Surin Islands, Phang-nga, Thailand	.	tetragonon	female	subsample	.	mean/sd	8	21.01	.	.	0.59	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	2	.	4	5	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	1	.	4	5	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	9	.	5	6	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	5	.	5	6	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	15	.	6	7	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	5	.	6	7	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	40	.	7	8	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	18	.	7	8	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	54	.	8	9	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	21	.	8	9	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	50	.	9	10	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	31	.	9	10	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	54	.	10	11	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	26	.	10	11	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	56	.	11	12	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	4	.	11	12	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	34	.	12	13	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	10	.	12	13	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	18	.	13	14	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	12	.	13	14	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	15	.	14	15	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	23	.	14	15	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	8	.	15	16	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	15	.	15	16	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	3	.	16	17	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	.	Gibbs (1974) set 2	classcount	4	.	16	17	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	.	Gibbs (1974) set 1	classcount	2	.	17	18	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	72	8.62	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	20	9.79	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	55	10.58	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	12	9.62	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	44	9.11	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	32	9.06	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	32	7.84	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	27	8.66	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	74	10.98	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	12	10.69	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	31	11.98	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	1	9.6	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	22	9.77	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	25	9.38	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	male	same data as class counts below	skip	mean	28	14.94	.	.	.	.
Gibbs1974	Barbuda, Antigua and Barbuda	.	burgersi	female	same data as class counts below	skip	mean	48	14.95	.	.	.	.
Hendrickx1992	Bay of Altata, Sinaloa, Mexico	.	zacae	female	.	.	individual	.	7.3	.	.	.	.
Hendrickx1992	Bay of Altata, Sinaloa, Mexico	.	zacae	male	.	.	range	3	.	5.8	12.9	.	.
Ho1993	Nan Wan, Pingtung, Taiwan	NTOU 851206-1	tetragonon	male	.	.	individual	.	14.8	.	.	.	.
Ho1993	Nan Wan, Pingtung, Taiwan	NTOU 851206-1	tetragonon	female	.	.	individual	.	22.4	.	.	.	.
Ho1993	Nan Wan, Pingtung, Taiwan	NTOU 851206-1	tetragonon	female	.	.	individual	.	22.7	.	.	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920606-1	tetragonon	male	.	.	individual	.	12.4	.	.	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920606-1	tetragonon	male	.	.	individual	.	18.8	.	.	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920606-1	tetragonon	female	.	.	individual	.	12.8	.	.	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920606-1	tetragonon	female	.	.	individual	.	21.9	.	.	.	.
Ho1993	Houwan, Pingtung, Taiwan	.	tetragonon	male	.	.	individual	.	9.9	.	.	.	.
Ho1993	Houwan, Pingtung, Taiwan	.	tetragonon	female	.	.	individual	.	13.5	.	.	.	.
Ho1993	Houwan, Pingtung, Taiwan	.	tetragonon	female	.	.	individual	.	14.6	.	.	.	.
Ho1993	Homei, New Taipei City, Taiwan	NTOU 910628-1	tetragonon	female	.	.	individual	.	20.5	.	.	.	.
Ho1993	Homei, New Taipei City, Taiwan	NTOU 911122-1	tetragonon	male	.	.	individual	.	16.3	.	.	.	.
Ho1993	Homei, New Taipei City, Taiwan	NTOU 911122-1	tetragonon	male	.	.	individual	.	16.6	.	.	.	.
Ho1993	Homei, New Taipei City, Taiwan	NTOU 911122-1	tetragonon	female	.	.	individual	.	13.1	.	.	.	.
Ho1993	Homei, New Taipei City, Taiwan	NTOU 911122-1	tetragonon	female	.	.	individual	.	15.3	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	TMCD 2649	tetragonon	male	.	.	individual	.	15.9	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	TMCD 2649	tetragonon	male	.	.	individual	.	24.7	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	TMCD 2649	tetragonon	female	.	.	individual	.	17.8	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	TMCD 2649	tetragonon	female	.	.	individual	.	23.9	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	TMCD 2675	tetragonon	female	.	.	individual	.	13.5	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920417-1	tetragonon	female	.	.	individual	.	20.4	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920417-1	tetragonon	female	.	.	individual	.	28.3	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920418-2	tetragonon	female	.	.	individual	.	13.2	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920418-2	tetragonon	female	.	.	individual	.	27.5	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920420-8	tetragonon	female	.	.	individual	.	18.4	.	.	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920420-8	tetragonon	female	.	.	individual	.	20.4	.	.	.	.
Ho1993	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	TMCD 2739	tetragonon	female	.	.	individual	.	25.1	.	.	.	.
Ho1993	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	TMCD 2739	tetragonon	female	.	.	individual	.	26.9	.	.	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920504-3	tetragonon	male	.	.	range	6	.	14.4	23.8	.	.
Ho1993	Wanlitung, Pingtung, Taiwan	NTOU 920504-3	tetragonon	female	.	.	range	3	.	14.7	23	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920417-1	tetragonon	male	.	.	range	3	.	16.8	28.1	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920418-2	tetragonon	male	.	.	range	3	.	15	25.5	.	.
Ho1993	Dulan Forest, Taitung, Taiwan	NTOU 920420-8	tetragonon	male	.	.	range	5	.	15.5	23.6	.	.
Ho1993	Iriomote-jima, Okinawa, Ryukyu Islands, Japan	TMCD 2739	tetragonon	male	.	.	range	5	.	19.1	27.1	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	5.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	5.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	18	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	20	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	18	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	15.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	4.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	5.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	6.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	7	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	8	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	9.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	10.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	11	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	12	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	13.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14.5	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	14.6	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	15	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	17.1	.	.	.	.
Hyatt1977.1	Beaufort, Carteret County, North Carolina, USA	.	pugilator	male	digitized from figure 1	.	individual	.	16.6	.	.	.	.
